model,temp,top_p,question_id,total_seeds,correct_count,wrong_count,accuracy,avg_len_correct,avg_len_wrong,avg_len_all
deepseek-ai-DeepSeek-R1-Distill-Qwen-14B,1.0,1.0,20,16,6,10,0.375,15308.0,13027.2,13882.5
deepseek-ai-DeepSeek-R1-Distill-Qwen-14B,1.0,1.0,21,16,1,15,0.0625,19655.0,17378.4,17520.69
deepseek-ai-DeepSeek-R1-Distill-Qwen-14B,1.0,1.0,22,16,3,13,0.1875,13307.33,9318.77,10066.62
deepseek-ai-DeepSeek-R1-Distill-Qwen-14B,1.0,1.0,23,16,15,1,0.9375,3853.47,3014.0,3801.0
deepseek-ai-DeepSeek-R1-Distill-Qwen-14B,1.0,1.0,24,16,16,0,1.0,5115.75,0.0,5115.75
deepseek-ai-DeepSeek-R1-Distill-Qwen-14B,1.0,1.0,25,16,15,1,0.9375,5606.87,4268.0,5523.19
deepseek-ai-DeepSeek-R1-Distill-Qwen-14B,1.0,1.0,26,16,13,3,0.8125,7051.62,21646.0,9788.06
deepseek-ai-DeepSeek-R1-Distill-Qwen-14B,1.0,1.0,27,16,16,0,1.0,2940.75,0.0,2940.75
deepseek-ai-DeepSeek-R1-Distill-Qwen-14B,1.0,1.0,28,16,0,16,0.0,0.0,12625.5,12625.5
deepseek-ai-DeepSeek-R1-Distill-Qwen-14B,1.0,1.0,29,16,1,15,0.0625,12197.0,17710.27,17365.69
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,0,16,16,0,1.0,8499.75,0.0,8499.75
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,1,16,16,0,1.0,12036.88,0.0,12036.88
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,2,16,0,16,0.0,0.0,34615.0,34615.0
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,3,16,16,0,1.0,2608.12,0.0,2608.12
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,4,16,9,7,0.5625,3952.67,26191.43,13682.12
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,5,16,3,13,0.1875,12580.67,31516.15,27965.75
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,6,16,2,14,0.125,8093.0,31086.79,28212.56
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,7,16,16,0,1.0,4129.5,0.0,4129.5
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,8,16,14,2,0.875,2309.64,18651.5,4352.38
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,9,16,3,13,0.1875,2850.67,28645.23,23808.75
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,10,16,16,0,1.0,2435.5,0.0,2435.5
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,11,16,0,16,0.0,0.0,30284.19,30284.19
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,12,16,0,16,0.0,0.0,29251.06,29251.06
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,13,16,0,16,0.0,0.0,34260.06,34260.06
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,14,16,13,3,0.8125,4861.0,17529.0,7236.25
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,15,16,1,15,0.0625,10934.0,34896.0,33398.38
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,16,16,12,4,0.75,9064.67,35606.0,15700.0
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,17,16,0,16,0.0,0.0,32199.69,32199.69
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,18,16,9,7,0.5625,5547.22,31165.71,16755.31
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,19,16,0,16,0.0,0.0,33241.12,33241.12
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,20,16,13,3,0.8125,7571.85,17438.67,9421.88
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,21,16,0,16,0.0,0.0,34513.81,34513.81
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,22,16,3,13,0.1875,16296.33,33181.46,30015.5
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,23,16,16,0,1.0,2680.44,0.0,2680.44
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,24,16,7,9,0.4375,11827.86,35166.0,24955.56
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,25,16,16,0,1.0,3803.88,0.0,3803.88
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,26,16,11,5,0.6875,3683.91,23496.6,9875.38
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,27,16,16,0,1.0,1735.5,0.0,1735.5
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,28,16,0,16,0.0,0.0,35052.88,35052.88
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.7,29,16,1,15,0.0625,34497.0,35090.0,35052.94
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,0,16,15,1,0.9375,3771.47,34742.0,5707.12
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,1,16,12,4,0.75,15618.83,28391.25,18811.94
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,2,16,0,16,0.0,0.0,26635.06,26635.06
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,3,16,15,1,0.9375,4459.67,34975.0,6366.88
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,4,16,8,8,0.5,7513.0,26079.75,16796.38
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,5,16,2,14,0.125,8820.0,34837.07,31584.94
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,6,16,9,7,0.5625,6439.44,34574.14,18748.38
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,7,16,16,0,1.0,3474.31,0.0,3474.31
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,8,16,16,0,1.0,2449.19,0.0,2449.19
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,9,16,16,0,1.0,2367.19,0.0,2367.19
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,10,16,16,0,1.0,2416.31,0.0,2416.31
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,11,16,8,8,0.5,11607.38,28081.38,19844.38
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,12,16,0,16,0.0,0.0,28502.69,28502.69
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,13,16,0,16,0.0,0.0,30851.5,30851.5
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,14,16,15,1,0.9375,7306.47,35012.0,9038.06
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,15,16,1,15,0.0625,5957.0,33411.2,31695.31
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,16,16,6,10,0.375,9803.67,25301.6,19489.88
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,17,16,0,16,0.0,0.0,34304.81,34304.81
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,18,16,9,7,0.5625,5641.0,35634.29,18763.06
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,19,16,0,16,0.0,0.0,29235.94,29235.94
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,20,16,5,11,0.3125,5745.8,20842.64,16124.88
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,21,16,0,16,0.0,0.0,32935.12,32935.12
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,22,16,1,15,0.0625,6987.0,25097.53,23965.62
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,23,16,16,0,1.0,3272.12,0.0,3272.12
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,24,16,15,1,0.9375,7281.8,35139.0,9022.88
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,25,16,12,4,0.75,3373.42,34144.0,11066.06
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,26,16,12,4,0.75,4268.0,17403.5,7551.88
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,27,16,16,0,1.0,1948.19,0.0,1948.19
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,28,16,0,16,0.0,0.0,35032.88,35032.88
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.8,29,16,0,16,0.0,0.0,34947.38,34947.38
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,0,16,2,14,0.125,3178.0,32889.0,29175.12
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,1,16,15,1,0.9375,9257.6,10341.0,9325.31
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,2,16,0,16,0.0,0.0,34914.44,34914.44
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,3,16,16,0,1.0,3501.62,0.0,3501.62
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,4,16,14,2,0.875,6740.0,34730.0,10238.75
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,5,16,0,16,0.0,0.0,34251.19,34251.19
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,6,16,2,14,0.125,5160.5,15437.86,14153.19
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,7,16,16,0,1.0,3889.75,0.0,3889.75
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,8,16,16,0,1.0,2365.75,0.0,2365.75
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,9,16,16,0,1.0,2055.19,0.0,2055.19
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,10,16,16,0,1.0,2511.56,0.0,2511.56
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,11,16,0,16,0.0,0.0,16485.12,16485.12
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,12,16,0,16,0.0,0.0,34290.06,34290.06
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,13,16,0,16,0.0,0.0,33791.75,33791.75
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,14,16,0,16,0.0,0.0,34625.38,34625.38
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,15,16,0,16,0.0,0.0,36031.69,36031.69
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,16,16,1,15,0.0625,10136.0,35138.0,33575.38
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,17,16,0,16,0.0,0.0,34116.0,34116.0
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,18,16,13,3,0.8125,4991.54,35277.33,10670.12
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,19,16,0,16,0.0,0.0,34989.19,34989.19
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,20,16,1,15,0.0625,5064.0,17672.4,16884.38
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,21,16,0,16,0.0,0.0,23525.62,23525.62
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,22,16,0,16,0.0,0.0,27502.12,27502.12
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,23,16,16,0,1.0,3096.0,0.0,3096.0
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,24,16,16,0,1.0,8295.31,0.0,8295.31
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,25,16,14,2,0.875,3753.0,35494.5,7720.69
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,26,16,14,2,0.875,4363.0,26363.0,7113.0
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,27,16,16,0,1.0,1941.75,0.0,1941.75
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,28,16,0,16,0.0,0.0,34516.94,34516.94
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.9,29,16,2,14,0.125,35565.0,34768.0,34867.62
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,0,16,16,0,1.0,4688.56,0.0,4688.56
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,1,16,9,7,0.5625,6070.22,23731.29,13796.94
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,2,16,7,9,0.4375,10608.14,34991.33,24323.69
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,3,16,16,0,1.0,2049.56,0.0,2049.56
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,4,16,0,16,0.0,0.0,34355.75,34355.75
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,5,16,7,9,0.4375,10539.43,34930.11,24259.19
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,6,16,14,2,0.875,5229.5,34655.0,8907.69
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,7,16,16,0,1.0,2837.19,0.0,2837.19
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,8,16,16,0,1.0,2909.94,0.0,2909.94
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,9,16,2,14,0.125,6091.0,34472.0,30924.38
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,10,16,16,0,1.0,2319.62,0.0,2319.62
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,11,16,0,16,0.0,0.0,28351.31,28351.31
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,12,16,0,16,0.0,0.0,16590.38,16590.38
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,13,16,0,16,0.0,0.0,27115.81,27115.81
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,14,16,10,6,0.625,10015.0,15984.17,12253.44
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,15,16,0,16,0.0,0.0,28109.75,28109.75
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,16,16,4,12,0.25,9235.5,23328.92,19805.56
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,17,16,0,16,0.0,0.0,34600.5,34600.5
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,18,16,6,10,0.375,5972.17,33349.0,23082.69
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,19,16,0,16,0.0,0.0,32057.5,32057.5
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,20,16,2,14,0.125,34149.0,23055.86,24442.5
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,21,16,2,14,0.125,14585.0,34942.0,32397.38
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,22,16,10,6,0.625,8002.4,29195.83,15949.94
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,23,16,15,1,0.9375,2921.73,35097.0,4932.69
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,24,16,7,9,0.4375,5110.43,34302.44,21530.94
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,25,16,13,3,0.8125,3831.69,34869.0,9651.19
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,26,16,14,2,0.875,4297.64,34513.0,8074.56
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,27,16,16,0,1.0,1741.56,0.0,1741.56
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,28,16,0,16,0.0,0.0,35237.94,35237.94
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,0.95,29,16,0,16,0.0,0.0,35032.12,35032.12
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,0,16,16,0,1.0,4616.12,0.0,4616.12
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,1,16,12,4,0.75,6061.5,21680.25,9966.19
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,2,16,9,7,0.5625,9788.11,35139.0,20879.12
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,3,16,16,0,1.0,2013.12,0.0,2013.12
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,4,16,0,16,0.0,0.0,34145.62,34145.62
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,5,16,9,7,0.5625,11002.89,34650.71,21348.81
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,6,16,15,1,0.9375,5232.8,34655.0,7071.69
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,7,16,16,0,1.0,2817.56,0.0,2817.56
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,8,16,16,0,1.0,3061.38,0.0,3061.38
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,9,16,0,16,0.0,0.0,34709.81,34709.81
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,10,16,16,0,1.0,2293.94,0.0,2293.94
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,11,16,0,16,0.0,0.0,22069.31,22069.31
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,12,16,0,16,0.0,0.0,14641.38,14641.38
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,13,16,0,16,0.0,0.0,29888.94,29888.94
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,14,16,13,3,0.8125,9646.23,16393.67,10911.38
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,15,16,0,16,0.0,0.0,28498.12,28498.12
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,16,16,3,13,0.1875,7453.0,25484.69,22103.75
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,17,16,0,16,0.0,0.0,34615.12,34615.12
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,18,16,8,8,0.5,5434.38,31771.0,18602.69
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,19,16,0,16,0.0,0.0,30593.0,30593.0
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,20,16,0,16,0.0,0.0,27263.5,27263.5
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,21,16,1,15,0.0625,14585.0,35306.07,34011.0
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,22,16,10,6,0.625,8112.3,29012.0,15949.69
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,23,16,15,1,0.9375,2885.53,35097.0,4898.75
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,24,16,4,12,0.25,4749.25,34301.25,26913.25
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,25,16,14,2,0.875,3772.57,34869.0,7659.62
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,26,16,15,1,0.9375,4484.47,34513.0,6361.25
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,27,16,16,0,1.0,1695.5,0.0,1695.5
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,28,16,0,16,0.0,0.0,35660.94,35660.94
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.0,1.0,29,16,0,16,0.0,0.0,34997.06,34997.06
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,0,16,12,4,0.75,4786.33,34993.25,12338.06
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,1,16,14,2,0.875,9237.0,35059.0,12464.75
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,2,16,0,16,0.0,0.0,28039.69,28039.69
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,3,16,13,3,0.8125,2661.85,35276.0,8777.0
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,4,16,4,12,0.25,9255.5,27015.17,22575.25
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,5,16,8,8,0.5,8796.5,31915.5,20356.0
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,6,16,9,7,0.5625,11717.33,34039.71,21483.38
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,7,16,16,0,1.0,2615.88,0.0,2615.88
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,8,16,15,1,0.9375,2830.73,33824.0,4767.81
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,9,16,7,9,0.4375,4838.29,33363.78,20883.88
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,10,16,16,0,1.0,2701.12,0.0,2701.12
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,11,16,5,11,0.3125,20903.2,33088.09,29280.31
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,12,16,0,16,0.0,0.0,24633.88,24633.88
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,13,16,0,16,0.0,0.0,27257.31,27257.31
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,14,16,13,3,0.8125,6810.92,28553.67,10887.69
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,15,16,1,15,0.0625,8285.0,35396.2,33701.75
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,16,16,6,10,0.375,8502.5,30012.2,21946.06
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,17,16,0,16,0.0,0.0,32431.75,32431.75
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,18,16,10,6,0.625,6425.5,23570.0,12854.69
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,19,16,0,16,0.0,0.0,34900.38,34900.38
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,20,16,7,9,0.4375,7810.71,29422.67,19967.44
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,21,16,0,16,0.0,0.0,33550.69,33550.69
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,22,16,7,9,0.4375,11878.57,30920.78,22589.81
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,23,16,16,0,1.0,2896.0,0.0,2896.0
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,24,16,10,6,0.625,11324.2,36079.5,20607.44
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,25,16,15,1,0.9375,3955.33,36893.0,6013.94
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,26,16,8,8,0.5,9218.88,33126.5,21172.69
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,27,16,16,0,1.0,1889.94,0.0,1889.94
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,28,16,0,16,0.0,0.0,34993.0,34993.0
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.7,29,16,2,14,0.125,11275.5,35517.57,32487.31
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,0,16,13,3,0.8125,6057.92,26029.33,9802.56
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,1,16,13,3,0.8125,15216.31,24789.67,17011.31
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,2,16,0,16,0.0,0.0,28704.5,28704.5
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,3,16,14,2,0.875,3426.0,26231.0,6276.62
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,4,16,4,12,0.25,7677.0,26246.92,21604.44
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,5,16,8,8,0.5,6574.25,34702.88,20638.56
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,6,16,4,12,0.25,9415.25,32870.33,27006.56
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,7,16,16,0,1.0,3326.19,0.0,3326.19
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,8,16,15,1,0.9375,3276.73,3620.0,3298.19
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,9,16,8,8,0.5,4832.88,25625.25,15229.06
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,10,16,15,1,0.9375,2413.8,32817.0,4314.0
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,11,16,5,11,0.3125,20273.2,32274.36,28524.0
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,12,16,0,16,0.0,0.0,20840.38,20840.38
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,13,16,0,16,0.0,0.0,25772.75,25772.75
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,14,16,10,6,0.625,7632.9,33428.5,17306.25
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,15,16,1,15,0.0625,10997.0,33646.2,32230.62
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,16,16,7,9,0.4375,11530.71,24394.89,18766.81
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,17,16,0,16,0.0,0.0,31189.56,31189.56
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,18,16,10,6,0.625,5208.5,34949.0,16361.19
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,19,16,0,16,0.0,0.0,35243.06,35243.06
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,20,16,8,8,0.5,11602.88,31301.25,21452.06
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,21,16,0,16,0.0,0.0,35042.31,35042.31
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,22,16,6,10,0.375,18757.5,20538.1,19870.38
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,23,16,16,0,1.0,3004.56,0.0,3004.56
deepseek-ai-DeepSeek-R1-Distill-Qwen-7B,0.2,0.8,24,16,15,1,0.9375,8424.47,37566.0,10245.81
